date,exercise,stance,grip,equipment1,equipment2,equipment3,tempo,band tension,chain tension,setNumber,weight,reps,RPE,superset with,notes
,,,,,,,,,,4,235,3,6,,
6/15/18,bench press,,,,,,,,,1,300,2,9.5,,
,bench press,,,,,,0.1.0,,,1,245,4,7,,
,,,,,,,,,,2,245,4,7,,
,,,,,,,,,,3,245,4,7.5,,
,,,,,,,,,,4,245,4,8,,
,,,,,,,,,,5,245,4,8,,
,lowbar squat,,,belt,,,,,,1,385,3,8.5,,
,OHP (barbell),,,belt,,,,,,1,165,5,10,,
,conv DL,,,,,,,,,1,411,3,9,,
,,,,,,,,,,2,384,4,7.5,,
,,,,,,,,,,3,384,4,8,,
,,,,,,,,,,4,384,4,8,,
,,,,,,,,,,5,384,4,8.5,,
,,,,,,,,,,6,358,4,7,,
6/17/18,lowbar squat,,,belt,,,,,,1,400,1,8.5,,
,,,,,,,,,,2,335,5,7,,
,,,,,,,,,,3,335,5,7,,
,,,,,,,,,,4,350,5,9,,
,,,,,,,,,,5,330,5,7,,
,,,,,,,,,,6,330,5,8,,
6/18/18,bench press,,,,,,,,,1,305,1,8.5,,
,,,,,,,,,,2,260,4,6.5,,
,,,,,,,,,,3,260,4,7,,
,,,,,,,,,,4,260,4,7,,
,,,,,,,,,,5,260,4,7,,
,,,,,,,,,,6,260,4,7.5,,
,,,,,,,,,,7,260,4,7.5,,
,conv DL,,,,,,0.1.0,,,1,328,4,6,,
,,,,,,,,,,2,328,4,6,,
,,,,,,,,,,3,328,4,7,,
,,,,,,,,,,4,328,4,7,,
,OHP (barbell),,,,,,,,,1,155,4,8,,
,,,,,,,,,,2,155,4,7.5,,
,,,,,,,,,,3,155,4,8,,
,,,,,,,,,,4,155,4,7.5,,
,,,,,,,,,,5,155,4,8.5,,
,bench press,,,,,,,,64 lb chains,1,185,6,7,,
,,,,,,,,,,2,195,6,9,,
,,,,,,,,,,3,185,6,8,,
6/20/18,bench press,,close,,,,0.1.0,,,1,240,4,6,,
,,,,,,,,,,2,255,4,7,,
,,,,,,,,,,3,250,4,7,,
,,,,,,,,,,4,250,4,7.5,,
,,,,,,,,,,5,250,4,7.5,,
,,,,,,,,,,6,250,4,8,,
,,,,,,,,,,7,245,4,7.5,,
,conv DL,,,,,,0.1.0,,,1,426,1,9,,
,,,,,,,,,,2,384,4,7,,
,,,,,,,,,,3,396,4,9,,
,,,,,,,,,,4,374,4,7.5,,
,,,,,,,,,,5,384,4,8,,
,OHP (chin pin),,,,,,,,,1,155,6,7.5,,
,,,,,,,,,,2,170,5,10,,
,,,,,,,,,,3,155,6,9.5,,
,,,,,,,,,,4,155,6,9.5,,
,highbar squat,,,,,,,,,1,295,6,6.5,,
,,,,,,,,,,2,295,6,7,,
,,,,,,,,,,3,315,6,8.5,,
,,,,,,,,,,4,285,6,7,,
6/25/18,bench press,,,,,,,,,1,308,1,8.5,,
,,,,,,,,,,2,265,4,7,,
,,,,,,,,,,3,265,4,7,,
,,,,,,,,,,4,265,4,8,,
,,,,,,,,,,5,260,4,7.5,,
,,,,,,,,,,6,260,4,8,,
,,,,,,,,,,7,260,4,8.5,,
,lowbar squat,,,belt,,,,,,1,405,1,8.5,,
,,,,,,,,,,2,340,4,6,,
,,,,,,,,,,3,350,4,7,,
,,,,,,,,,,4,360,4,7.5,,
,,,,,,,,,,5,365,4,8,,
,,,,,,,,,,6,365,4,8,,
,OHP (barbell),,,belt,,,,,,1,172,1,9,,
,,,,,,,,,,2,157,4,8,,
,,,,,,,,,,3,157,4,8,,
,,,,,,,,,,4,157,4,8,,
,,,,,,,,,,5,157,4,8.5,,
,,,,,,,,,,6,157,4,8,,
,,,,,,,,,,7,157,4,8.5,,
,conv DL,,,,,,0.1.0,,,1,338,4,6,,
,,,,,,,,,,2,348,4,7,,
,,,,,,,,,,3,358,4,7,,
,,,,,,,,,,4,363,4,8,,
,,,,,,,,,,5,363,4,8.5,,
,bench press,,,,,,,,64 lb chains,1,192,6,9.5,,
,,,,,,,,,,2,182,6,8.5,,
,,,,,,,,,,3,182,6,9.5,,
6/27/18,bench press,,close,,,,0.1.0,,,1,279,1,7.5,,
,,,,,,,,,,2,255,4,8,,
,,,,,,,,,,3,255,4,8,,
,,,,,,,,,,4,255,4,8.5,,
,,,,,,,,,,5,255,4,9,,
,,,,,,,,,,6,245,4,8,,
,lowbar squat (low pin),,,,,,,,,1,375,1,8.5,,
,,,,,,,,,,2,335,4,7,,
,,,,,,,,,,3,355,4,8.5,,
,,,,,,,,,,4,340,4,8.5,,
,,,,,,,,,,5,340,4,9.5,,
,,,,,,,,,,6,330,4,9,,
,OHP (low pin),,,,,,,,,1,155,3,6.5,,
,,,,,,,,,,2,165,3,7.5,,
,,,,,,,,,,3,175,3,10,,
,,,,,,,,,,4,165,3,8.5,,
,,,,,,,,,,5,165,3,8.5,,
,bench press,,close,,,,,,64 lb chains,1,172,6,8,chinup,
,,,,,,,,,,2,172,6,8,chinup,
,,,,,,,,,,3,172,6,9,chinup,
,chinup,,,,,,,,,1,45,6,,cg bench,
,,,,,,,,,,2,45,6,,cg bench,
,,,,,,,,,,3,45,6,,cg bench,
,,,,,,,,,,4,45,6,,cg bench,
6/29/18,bench press,,wide,,,,0.1.0,,,1,245,4,6,,
,,,,,,,,,,2,255,4,7.5,,
,,,,,,,,,,3,255,4,8,,
,,,,,,,,,,4,250,4,7,,
,,,,,,,,,,5,250,4,7.5,,
,,,,,,,,,,6,250,4,7.5,,
,,,,,,,,,,7,250,4,8,,
,conv DL,,,,,,,,,1,431,1,9,,
,,,,,,,,,,2,384,4,6,,
,,,,,,,,,,3,396,4,7.5,,
,,,,,,,,,,4,406,3,10,,
,,,,,,,,,,5,396,4,10,,
,,,,,,,,,,6,374,4,9,,
,OHP (chin pin),,,belt,,,,,,1,160,6,8,,
,,,,,,,,,,2,160,6,8.5,,
,,,,,,,,,,3,160,6,9,,
,,,,,,,,,,4,160,6,19,,
7/2/18,bench press,,,,,,,,,1,313,1,9,,
,,,,,,,,,,2,264,4,7,,
,,,,,,,,,,3,264,4,7.5,,
,,,,,,,,,,4,264,4,7.5,,
,,,,,,,,,,5,264,4,8,,
,,,,,,,,,,6,264,4,8,,
,,,,,,,,,,7,264,4,9,,
,lowbar squat,,,belt,,,,,,1,410,1,9,,
,,,,,,,,,,2,340,4,6,,
,,,,,,,,,,3,350,4,7,,
,,,,,,,,,,4,365,4,8,,
,,,,,,,,,,5,365,4,8,,
,,,,,,,,,,6,365,4,9,,
,OHP (barbell),,,,,,,,,1,176,1,9.5,,
,,,,,,,,,,2,157,4,7.5,,
,,,,,,,,,,3,157,4,8,,
,,,,,,,,,,4,157,4,8,,
,,,,,,,,,,5,157,4,8,,
,,,,,,,,,,6,162,4,9,,
,,,,,,,,,,7,157,4,9.5,,
,conv DL,,,,,,0.1.0,,,1,342,4,6.5,,
,,,,,,,,,,2,348,4,8,,
,,,,,,,,,,3,348,4,8,,
,,,,,,,,,,4,348,4,8,,
,,,,,,,,,,5,348,4,9,,
,bench press,,,,,,,,64 lb chains,1,182,6,9,,
,,,,,,,,,,2,182,5,9,,
,,,,,,,,,,3,182,5,9,,
7/4/18,lowbar squat (low pin),,,,,,,,,1,385,1,8.5,,
,lowbar squat,,,,,,0.1.0,,,1,315,4,7.5,,
,,,,,,,,,,2,315,4,7.5,,
,,,,,,,,,,3,320,4,8,,
,,,,,,,,,,4,320,4,8.5,,
,,,,,,,,,,5,320,4,9,,
,bench press,,close,,,,0.1.0,,,1,255,4,9,,
,,,,,,,,,,2,245,4,8,,
,,,,,,,,,,3,245,4,9,,
,,,,,,,,,,4,245,4,9,,
,,,,,,,,,,5,245,4,9.5,,
,OHP (barbell),,,belt,,,,,,1,155,3,7.5,,
,,,,,,,,,,2,160,3,8,,
,,,,,,,,,,3,160,3,8.5,,
,,,,,,,,,,4,160,3,8,,
,,,,,,,,,,5,160,3,8.5,,
,,,,,,,,,,6,160,3,9,,
,"bench press (pin 2"" off chest)",,close,,,,,,,1,225,6,8,,
,,,,,,,,,,2,230,6,10,,
,,,,,,,,,,3,225,6,9,,
7/6/18,conv DL,,,,,,,,,1,396,1,7.5,,
,,,,,,,,,,2,431,0,>10,,
,,,,,,,,,,3,379,4,7.5,,
,,,,,,,,,,4,379,4,8,,
,,,,,,,,,,5,379,4,8,,
,,,,,,,,,,6,379,4,8.5,,
,,,,,,,,,,7,379,4,8,,
,bench press,,,,,,,,,1,250,4,7,,
,,,,,,,,,,2,250,4,7.5,,
,,,,,,,,,,3,250,4,7.5,,
,,,,,,,,,,4,250,4,7.5,,
,,,,,,,,,,5,250,4,8,,
,,,,,,,,,,6,250,4,8,,
,,,,,,,,,,7,250,4,8,,
,,,,,,,,,,8,250,4,8.5,,
,highbar squat,,,,,,,,,1,290,6,6,,
,,,,,,,,,,2,305,6,7,,
,,,,,,,,,,3,315,6,8,,
,,,,,,,,,,4,315,6,8,,
,OHP (chin pin),,,,,,,,,1,160,6,10,,
,,,,,,,,,,2,150,6,8.5,,
,,,,,,,,,,3,150,6,8.5,,
,,,,,,,,,,4,150,6,8.5,,
,,,,,,,,,,5,150,6,10,,
7/9/18,bench press,,,,,,,,,1,318,1,9,,
,bench press,,,,,,0.1.0,,,1,279,2,8,,
,,,,,,,,,,2,279,2,8,,
,,,,,,,,,,3,279,2,8,,
,,,,,,,,,,4,279,2,8,,
,lowbar squat,,,,,,,,,1,405,1,8.5,,
,,,,,,,,,,2,350,3,6,,
,,,,,,,,,,3,370,3,7.5,,
,,,,,,,,,,4,385,3,8.5,,
,,,,,,,,,,5,370,3,8.5,,
,OHP (barbell),,,belt,,,0.1.0,,,1,162,3,8,,
,,,,,,,,,,2,167,3,8.5,,
,,,,,,,,,,3,162,3,8,,
,,,,,,,,,,4,162,3,8,,
,conv DL,,,,,,0.1.0,,,1,362,3,6,,
,,,,,,,,,,2,382,3,8,,
,,,,,,,,,,3,390,2,10,,
7/11/18,bench press,,,,,,,,,1,322,1,9.5,,
,,,,,,,,,,2,308,1,8.5,,
,lowbar squat (low pin),,,,,,,,,1,365,1,7.5,,
,,,,,,,,,,2,365,1,8,,
,highbar squat (low pin),,,,,,,,,1,335,1,8,,
7/13/18,bench press,,,,,,,,,1,318,1,9,,
,,,,,,,,,,2,318,1,9.5,,
,lowbar squat,,,belt,,,,,,1,405,1,7.5,,
,,,,,,,,,,2,395,3,8.5,,
,OHP (barbell),,,belt,,,0.1.0,,,1,192,1,10,,
,conv DL,,,,,,,,,1,421,3,9,,
,,,,,,,,,,2,396,3,8.5,,
,,,,,,,,,,3,396,3,8.5,,
,,,,,,,,,,4,396,3,8.5,,
,spoto press,,,,,,0.1.0,,,1,225,6,6.5,,
,,,,,,,,,,2,235,6,8,,
,,,,,,,,,,3,240,6,9.5,,
,,,,,,,,,,4,230,6,8,,
,lowbar squat (pause above parallel),,,,,,0.1.0,,,1,275,6,8,,
,,,,,,,,,,2,275,6,8,,
,,,,,,,,,,3,275,6,9,,
,,,,,,,,,,4,265,6,8,,
7/16/18,bench press,,,,,,,,,1,318,1,9,,
,,,,,,,,,,2,265,4,7,,
,,,,,,,,,,3,265,4,7,,
,,,,,,,,,,4,265,4,7,,
,,,,,,,,,,5,265,4,8,,
,,,,,,,,,,6,265,4,7.5,,
,lowbar squat,,,belt,,,,,,1,415,1,9,,
,,,,,,,,,,2,340,5,6,,
,,,,,,,,,,3,350,5,7,,
,,,,,,,,,,4,365,5,8.5,,
,,,,,,,,,,5,350,5,8,,
,,,,,,,,,,6,350,5,8,,
,OHP (barbell),,,belt,,,0.1.0,,,1,155,4,7.5,,
,,,,,,,,,,2,160,4,7.5,,
,,,,,,,,,,3,160,4,8,,
,,,,,,,,,,4,160,4,8.5,,
,,,,,,,,,,5,160,4,8,,
,,,,,,,,,,6,160,4,9,,
,,,,,,,,,,7,155,4,8,,
,conv DL,,,,,,0.1.0,,,1,365,4,8,,
,,,,,,,,,,2,365,4,8.5,,
,,,,,,,,,,3,250,4,8,,
,,,,,,,,,,4,250,4,9,,
,floor press,,close,,,,,,,1,225,7,8,,
,,,,,,,,,,2,235,7,10,,
,,,,,,,,,,3,225,6,10,,
7/18/18,bench press,,close,,,,0.1.0,,,1,250,4,7,,
,,,,,,,,,,2,250,4,7,,
,,,,,,,,,,3,250,5,7,,
,,,,,,,,,,4,255,4,8,,
,,,,,,,,,,5,255,4,8.5,,
,lowbar squat (pause above parallel),,,,,,0.1.0,,,1,275,6,7,,
,,,,,,,,,,2,285,6,8,,
,,,,,,,,,,3,285,6,8,,
,,,,,,,,,,4,285,6,9,,
,OHP (low pin),,,,,,,,,1,160,3,7.5,,
,,,,,,,,,,2,165,3,8,,
,,,,,,,,,,3,165,3,8,,
,,,,,,,,,,4,165,3,8,,
,,,,,,,,,,5,165,3,8,,
,bench press,,close,,,,,,64 lb chains,1,176,5,7.5,,
,,,,,,,,,,2,176,5,7.5,,
,,,,,,,,,,3,176,5,8,,
,,,,,,,,,,4,176,5,8.5,,
,chinup,,,,,,,,,1,45,8,,,
,,,,,,,,,,2,45,8,,,
,,,,,,,,,,3,45,8,,,
,,,,,,,,,,4,45,8,,,
7/20/18,spoto press,,,,,,0.1.0,,,1,240,4,6.5,,
,,,,,,,,,,2,245,4,6.5,,
,,,,,,,,,,3,250,4,7,,
,,,,,,,,,,4,250,4,7.5,,
,,,,,,,,,,5,245,4,7.5,,
,,,,,,,,,,6,245,4,8,,
,,,,,,,,,,7,245,4,8,,
,conv DL,,,,,,,,,1,416,1,9,,
,,,,,,,,,,2,374,5,7,,
,,,,,,,,,,3,374,5,8,,
,,,,,,,,,,4,374,5,9,,
,,,,,,,,,,5,352,5,9,,
,highbar squat,,,,,,,,,1,285,6,<6,,
,,,,,,,,,,2,305,6,7,,
,,,,,,,,,,3,320,6,10,,
,OHP (chin pin),,,,,,,,,1,155,6,9.5,,
,,,,,,,,,,2,145,6,8,,
,,,,,,,,,,3,145,6,8.5,,
,,,,,,,,,,4,145,6,9,,
7/23/18,bench press,,,,,,,,,1,319,1,9.5,,
,,,,,,,,,,2,264,4,7.5,,
,,,,,,,,,,3,264,4,7.5,,
,,,,,,,,,,4,269,4,8,,
,,,,,,,,,,5,269,4,8,,
,,,,,,,,,,6,269,4,7.5,,
,,,,,,,,,,7,269,4,8,,
,lowbar squat,,,belt,,,,,,1,405,1,9,,
,,,,,,,,,,2,330,5,6.5,,
,,,,,,,,,,3,340,5,7.5,,
,,,,,,,,,,4,340,5,8,,
,,,,,,,,,,5,315,5,7,,
,OHP (barbell),,,belt,,,0.1.0,,,1,157,4,7.5,,
,,,,,,,,,,2,162,4,8,,
,,,,,,,,,,3,162,4,8.5,,
,,,,,,,,,,4,162,4,8.5,,
,,,,,,,,,,5,162,4,9,,
,,,,,,,,,,6,162,4,9,,
,,,,,,,,,,7,152,5,8,,
,conv DL,,,,,,0.1.0,,,1,338,4,6.5,,
,,,,,,,,,,2,348,4,7.5,,
,,,,,,,,,,3,358,4,8,,
,,,,,,,,,,4,358,4,9,,
7/25/18,bench press,,close,,,,0.1.0,,,1,255,4,7.5,,
,,,,,,,,,,2,255,4,8,,
,,,,,,,,,,3,255,4,8,,
,,,,,,,,,,4,255,4,8.5,,
,,,,,,,,,,5,255,5,9.5,,
,lowbar squat (pause above parallel),,,,,,0.1.0,,,1,275,6,7.5,,
,,,,,,,,,,2,275,6,8,,
,,,,,,,,,,3,275,6,8.5,,
,,,,,,,,,,4,275,6,9,,
,OHP (low pin),,,,,,,,,1,165,3,8,,
,,,,,,,,,,2,170,3,8,,
,,,,,,,,,,3,170,3,8.5,,
,,,,,,,,,,4,170,3,9,,
,bench press (feet up),,close,,,,,,,1,225,4,8.5,,
,,,,,,,,,,2,225,4,8,,
,,,,,,,,,,3,225,4,8.5,,
,,,,,,,,,,4,225,5,8,,
,,,,,,,,,,5,225,4,8.5,,
7/27/18,spoto press,,,,,,0.1.0,,,1,245,4,7,,
,,,,,,,,,,2,245,4,6.5,,
,,,,,,,,,,3,245,4,6.5,,
,,,,,,,,,,4,250,4,7,,
,,,,,,,,,,5,250,4,7.5,,
,,,,,,,,,,6,255,4,8,,
,conv DL,,,,,,,,,1,425,1,8.5,,
,,,,,,,,,,2,365,5,7,,
,,,,,,,,,,3,365,5,8,,
,,,,,,,,,,4,335,5,6,,
,,,,,,,,,,5,355,5,8,,
,OHP (chin pin),,,,,,,,,1,155,6,7.5,,
,,,,,,,,,,2,155,6,8.5,,
,,,,,,,,,,3,155,6,8,,
,,,,,,,,,,4,155,6,8.5,,
,highbar squat,,,,,,,,,1,280,6,6,,
,,,,,,,,,,2,295,6,7.5,,
,,,,,,,,,,3,295,6,9,,
,,,,,,,,,,4,275,6,8,,
7/30/18,bench press,,,,,,,,,1,320,1,9,,
,,,,,,,,,,2,275,4,7.5,,
,,,,,,,,,,3,275,4,7.5,,
,,,,,,,,,,4,275,4,8,,
,,,,,,,,,,5,275,4,8,,
,,,,,,,,,,6,275,4,8.5,,
,,,,,,,,,,7,265,4,8,,
,lowbar squat,,,belt,,,,,,1,415,1,9,,
,,,,,,,,,,2,365,4,7.5,,
,,,,,,,,,,3,350,4,6.5,,
,,,,,,,,,,4,350,4,7,,
,,,,,,,,,,5,350,4,7,,
,OHP (barbell),,,belt,,,0.1.0,,,1,157,4,7,,
,,,,,,,,,,2,167,4,8.5,,
,,,,,,,,,,3,167,4,9.5,,
,,,,,,,,,,4,157,4,8,,
,,,,,,,,,,5,157,4,8,,
,conv DL,,,,,,0.1.0,,,1,328,4,6,,
,,,,,,,,,,2,352,4,7,,
,,,,,,,,,,3,372,4,8,,
8/1/18,bench press,,close,,belt,,0.1.0,,,1,260,4,7,,
,,,,,,,,,,2,260,4,7.5,,
,,,,,,,,,,3,260,4,7.5,,
,,,,,,,,,,4,260,4,7.5,,
,,,,,,,,,,5,260,4,8,,
,,,,,,,,,,6,260,4,8,,
,,,,,,,,,,7,260,4,8.5,,
,lowbar squat (pause above parallel),,,,,,0.1.0,,,1,295,5,7.5,,
,,,,,,,,,,2,295,5,8,,
,,,,,,,,,,3,295,5,9,,
,OHP (low pin),,,,,,,,,1,170,3,7.5,,
,,,,,,,,,,2,175,3,9,,
,,,,,,,,,,3,170,3,8,,
,,,,,,,,,,4,170,3,8.5,,
,chinup,,,,,,,,,1,45,8,8,,
,,,,,,,,,,2,45,8,8,,
,,,,,,,,,,3,45,8,8,,
8/3/18,bench press,,,,,,,,,1,315,1,8.5,,
,spoto press,,,,,,0.1.0,,,1,250,4,7,,
,,,,,,,,,,2,250,4,7,,
,,,,,,,,,,3,250,4,7,,
,,,,,,,,,,4,250,2,6,,
,lowbar squat,,,,,,,,,1,395,1,8.5,,
,,,,,,,,,,2,345,3,7.5,,
,,,,,,,,,,3,345,3,7,,
,conv DL,,,,,,,,,1,365,3,6,,
,,,,,,,,,,2,365,3,7,,
,,,,,,,,,,3,365,3,7,,
8/6/18,bench press,,,,,,,,,1,338,1,10,,
,lowbar squat,,,belt,,,,,,1,435,1,10,,
,OHP (barbell),,,belt,,,0.1.0,,,1,167,5,10,,
,,,,,,,,,,2,167,3,9.5,,
,,,,,,,,,,3,167,3,9,,
8/8/18,conv DL,,,,,,,,,1,462,1,10,,
,bench press,,,,,,,,,1,342,1,10,,spotter touched the bar
,,,,,,,,,,2,240,6,6,,
,,,,,,,,,,3,240,6,7,,
,lowbar squat,,,belt,,,,,,1,415,1,9.5,,
,,,,,,,,,,2,330,6,6,,
,,,,,,,,,,3,330,6,7,,
,OHP (barbell),,,belt,,,0.1.0,,,1,142,6,7,,
,,,,,,,,,,2,142,6,8,,
,weighted dip,,,,,,,,,1,55,8,<6,,
,,,,,,,,,,2,70,8,7.5,,90 seconds rest
,,,,,,,,,,3,70,7,10,,90 seconds rest
,conv SLDL,,,,,,,,,1,308,8,7,,
,,,,,,,,,,2,308,8,7,,
,arnold press,,,,,,,,,1,55,1,7.5,,
8/11/18,sumo DL,,,,,,,,,1,315,8,<6,,
,,,,,,,,,,2,365,8,<6,,
,bench press (incline),,,,,,,,,1,165,10,6,,
,,,,,,,,,,2,165,10,7,,105 seconds rest
,,,,,,,,,,3,165,10,8,,105 seconds rest
,highbar squat,,,,,,,,,1,245,8,6,,105 seconds rest
,,,,,,,,,,2,245,8,6,,105 seconds rest
,OHP (eye level pin),,,,,,,,,1,135,9,8,,
,,,,,,,,,,2,135,9,10,,120 seconds rest
,OHP (swiss bar),,,,,,0.1.0,,,1,95,10,7,,
,,,,,,,,,,2,95,10,7,,
,row (T-bar) (machine),,,,,,,,,1,135,10,6,,
,,,,,,,,,,2,135,10,8,,
8/15/18,bench press (swiss bar),,wide,,,,,,,1,225,10,7,,
,,,,,,,,,,2,225,10,8.5,,
,,,,,,,,,,3,225,10,8.5,,
,front squat,,,,,,,,,1,205,10,<6,,
,,,,,,,,,,2,225,10,8,,120 seconds rest
,,,,,,,,,,3,225,10,9,,140 seconds rest
,bench press (DB incline),,,,,,,,,1,80,10,7,,
,,,,,,,,,,2,80,10,8.5,,120 seconds rest
,,,,,,,,,,3,80,8,10,,120 seconds rest
,bulg. split squat (db),,,,,,,,,1,45,10,<6,,
,,,,,,,,,,2,45,10,<6,,
,OHP (swiss bar),,,,,,,,,1,135,7,9,,
,,,,,,,,,,2,135,7,10,,
,,,,,,,,,,3,135,6,9.5,,
8/17/18,bench press,,,,,,,,,1,305,1,8,,
,,,,,,,,,,2,245,6,7,,
,,,,,,,,,,3,245,6,7.5,,100 seconds rest
,,,,,,,,,,4,245,6,8,,100 seconds rest
,,,,,,,,,,5,245,6,8,,100 seconds rest
,lowbar squat,,,,,,,,,1,385,1,8,,
,,,,,,,,,,2,325,6,6.5,,
,,,,,,,,,,3,325,6,8,,120 seconds rest
,,,,,,,,,,4,325,6,10,,120 seconds rest
,OHP (barbell),,,belt,,,0.1.0,,,1,155,4,7.5,,
,,,,,,,,,,2,155,4,8,,120 seconds rest
,,,,,,,,,,3,155,4,8.5,,120 seconds rest
,,,,,,,,,,4,145,6,9,,120 seconds rest
,conv DL,,,,,,,,,1,405,1,7.5,,
,conv DL,,,belt,,,,,,2,365,6,6,,120 seconds rest
,,,,,,,,,,3,375,6,7,,120 seconds rest
,conv SLDL,,,,,,,,,1,315,8,6,,120 seconds rest
,,,,,,,,,,2,315,8,8,,120 seconds rest
,weighted dip,,,,,,,,,1,50,9,6,,
,,,,,,,,,,2,50,9,7,,
,,,,,,,,,,3,50,9,7,,
,,,,,,,,,,4,50,9,8,,
8/19/18,bench press,,close,,,,,,,1,235,8,7.5,row,
,,,,,,,,,,2,235,8,7.5,row,
,,,,,,,,,,3,235,8,9.5,row,
,highbar squat,,,,,,,,,1,265,8,6,lat pulldown,
,,,,,,,,,,2,265,8,6.5,lat pulldown,
,lat pulldown,,,,,,,,,1,,12,,,
,lat pulldown,,,,,,,,,2,,10,,,
,split squat (barbell),,,,,,,,,1,155,9,7,bench press (db incline),
,,,,,,,,,,2,155,9,7.5,bench press (db incline),120 seconds rest
,bench press (DB incline),,,,,,,,,1,90,7,8,,
,,,,,,,,,,2,90,7,9,,
8/21/18,bench press (incline),,,,,,,,,1,165,10,<6,,
,,,,,,,,,,2,170,10,6.5,,135 seconds rest
,,,,,,,,,,3,170,10,8.5,,135 seconds rest
,,,,,,,,,,4,165,10,10,,135 seconds rest
,sumo DL,,,wrist straps,,,,,,1,375,8,6,,
,,,,,,,,,,2,375,8,6.5,,150 seconds rest
,,,,,,,,,,3,375,8,7,,200 seconds rest
,highbar squat,,,,,,,,,1,265,8,<6,,
,,,,,,,,,,2,275,8,7,,105 seconds rest
,OHP (eye level pin),,,belt,,,,,,1,120,10,7,,
,,,,,,,,,,2,120,10,7,pullups,90 seconds rest
,,,,,,,,,,3,120,10,9,pullups,90 seconds rest
,pullup,,,,,,,,,1,,8,,,
,,,,,,,,,,2,,8,,,
,,,,,,,,,,3,,8,,,
,OHP (hammer strength),,,,,,,,,1,185,10,7,,90 seconds rest
,,,,,,,,,,2,185,10,8,,90 seconds rest
,,,,,,,,,,3,185,10,10,,90 seconds rest
8/22/18,bench press,,reverse,,,,,,,1,205,10,6,,
,,,,,,,,,,2,205,10,7,,120 sec rest
,,,,,,,,,,3,205,10,8,,120 sec rest
,,,,,,,,,,4,205,10,9.5,,120 sec rest
,front squat,,,,,,,,,1,225,10,7,,
,,,,,,,,,,2,225,10,9,,120 sec rest
,,,,,,,,,,3,205,10,9,,120 sec rest
,,,,,,,,,,4,205,8,10,,180 sec rest
,bench press (DB),,,,,,,,,1,90,10,6.5,,
,,,,,,,,,,2,90,10,7.5,,120 sec rest
,,,,,,,,,,3,90,10,8.5,,120 sec rest
,,,,,,,,,,4,90,10,8,,120 sec rest
8/25/18,bench press,,,,,,,,,1,305,1,8.5,,
,,,,,,,,,,2,250,6,,,
,,,,,,,,,,3,250,6,,,100 sec rest
,,,,,,,,,,4,250,6,,,150 sec rest
,,,,,,,,,,5,250,6,,,110 sec rest
,lowbar squat,,,belt,,,,,,1,385,1,8,,
,,,,,,,,,,2,325,6,6.5,,
,,,,,,,,,,3,325,6,7,,120 sec rest
,,,,,,,,,,4,325,6,8,,120 sec rest
,,,,,,,,,,5,325,6,9,,120 sec rest
,OHP (barbell),,,belt,,,0.1.0,,,1,145,6,7.5,,
,,,,,,,,,,2,145,6,8.5,,120 sec rest
,,,,,,,,,,3,145,6,9.5,,120 sec rest
,,,,,,,,,,4,135,6,9.5,,120 sec rest
,conv DL,,,belt,,,,,,1,375,6,6,,
,,,,,,,,,,2,380,6,7,,
,conv SLDL,,,,,,,,,1,315,8,6,,
,,,,,,,,,,2,315,8,7.5,,
,,,,,,,,,,3,315,8,8,,
,weighted dip,,,,,,,,,1,50,9,6.5,,
,,,,,,,,,,2,50,9,7.5,,90 sec rest
,,,,,,,,,,3,50,9,9.5,,90 sec rest
,,,,,,,,,,4,50,9,9.5,,180 sec rest
8/26/18,bench press,,close,,,,,,,1,235,8,7,,
,,,,,,,,,,2,235,8,8.5,row (SA DB),135 sec rest
,,,,,,,,,,3,235,8,9,row (SA DB),135 sec rest
,,,,,,,,,,4,235,7,9.5,,135 sec rest
,row (SA DB),,,,,,,,,1,115,10,<6,bench press close,135 sec rest
,,,,,,,,,,2,115,12,7,bench press close,135 sec rest
,highbar squat,,,,,,,,,1,275,8,<6,,130 sec rest
,,,,,,,,,,2,275,7,7,,130 sec rest
,bench press (DB),,,,,,,,,1,90,7,7,lat pulldown,
,,,,,,,,,,2,90,7,7.5,lat pulldown,
,lat pulldown,,,,,,,,,1,,8,10,bench press (DB),
,,,,,,,,,,2,,8,10,bench press (DB),
,,,,,,,,,,3,,8,10,,
,,,,,,,,,,4,,8,10,,
,bulg. split squat,,,,,,,,,1,155,9,7.5,,
,,,,,,,,,,2,155,9,8.5,,
,,,,,,,,,,3,135,9,6,,
,OHP (DB),,,,,,,,,1,65,10,7.5,,
,,,,,,,,,,2,65,10,8,,120 sec rest
,,,,,,,,,,3,65,10,9,,120 sec rest
,sumo DL,,,,,,,,,1,385,8,6,,
,,,,,,,,,,2,385,8,6,,120 sec rest
,,,,,,,,,,3,385,8,7.5,,120 sec rest
,bench press (incline),,,,,,,,,1,170,10,6,,
,,,,,,,,,,2,170,10,7,,170 sec rest
,,,,,,,,,,3,170,10,7.5,,170 sec rest
,,,,,,,,,,4,170,9,10,,140 sec rest
,highbar squat,,,,,,,,,1,275,8,6,,
,,,,,,,,,,2,275,8,6.5,,140 sec rest
,OHP (eye level pin),,,,,,,,,1,120,10,7,chinup,
,,,,,,,,,,2,120,10,7.5,chinup,120 sec rest
,,,,,,,,,,3,120,10,8,chinup,120 sec rest
,chinup,,neutral,,,,,,,1,27.5,10,,OHP (eye level pin),120 sec rest
